,Id,Title,Description,Item_Group_Id,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link,category,TrackingId
142,VG-SCFT65BL/XC,Moldura The Frame Samsung VG-SCFT65BL/XC Preta,Compre já online a Moldura The Frame Samsung VG-SCFT65BL/XC. Envio gratuito e entrega até 3 dias.,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65bl-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65bl-xc-404224135?$320_320_PNG$,8806090379925.0,Produtos | Accessories | TV Accessorios,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506671896;313904987;b?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65bl-xc/?cid=pt_pd_social_facebook_moldura-the-frame-samsung-vg-scft65bl-xc-vg-scft65bl-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,vd-accessories,cid=pt_pd_social_facebook_moldura-the-frame-65andquot;-vg-scft65bl-xc_ongoing_vd-accessories-automatic-feed_pla_none_none
144,VG-SCFT65BW/XC,Moldura The Frame Samsung VG-SCFT65BW/XC Castanha,Compre já online a Moldura The Frame Samsung VG-SCFT65BW/XC. Envio gratuito e entrega até 3 dias.,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65bw-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65bw-xc-404224152?$320_320_PNG$,8806090379932.0,Produtos | Accessories | TV Accessorios,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506671893;313904984;v?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65bw-xc/?cid=pt_pd_social_facebook_moldura-the-frame-samsung-vg-scft65bw-xc-vg-scft65bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,vd-accessories,cid=pt_pd_social_facebook_moldura-the-frame-65andquot;-vg-scft65bw-xc_ongoing_vd-accessories-automatic-feed_pla_none_none
145,VG-SCFT65WT/XC,Moldura The Frame Samsung VG-SCFT65WT/XC Branca,Compre já online a Moldura The Frame Samsung VG-SCFT65WT/XC. Envio gratuito e entrega até 3 dias.,VG-SCFT65,in stock,new,99.99 EUR,99.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scft65wt-xc/gallery/pt-customizable-frame-vg-scft-vg-scft65wt-xc-404224169?$320_320_PNG$,8806090379949.0,Produtos | Accessories | TV Accessorios,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506671890;314049178;o?https://www.samsung.com/pt/tv-accessories/customizable-bezel-vg-scft65wt-xc/?cid=pt_pd_social_facebook_moldura-the-frame-samsung-vg-scft65wt-xc-vg-scft65wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,vd-accessories,cid=pt_pd_social_facebook_moldura-the-frame-65andquot;-vg-scft65wt-xc_ongoing_vd-accessories-automatic-feed_pla_none_none
146,DV90T5240AN/S3,"DV90T5240AN, Secador de Roupa, 9kg","Secar a roupa passou a ser fácil e eficiente com o Controlo IA*. Personaliza a secagem memorizando os seus hábitos, sugerindo ciclos e mostrando informação atempada. A app SmartThings** dá-lhe conselhos sobre ciclos, planeamento e resolução de problemas. E seleciona o ciclo de secagem mais adequado para o ciclo de lavagem***.
",DV90T5240AN,in stock,new,999.90 EUR,799.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/dv90t5240an-s3/gallery/pt-dryer-dv90t5240aws3-381920-dv90t5240an-s3-412768758?$320_320_PNG$,8806092076310.0,Produtos | Maquina de roupa | Produtos | Eletrodomesticos | Maquina de roupa,Samsung,"<![CDATA[https://www.samsung.com/pt/washers-and-dryers/dryers/dv5000t-front-loading-ai-control-reversible-door-wrinkle-prevent-9kg-gray-dv90t5240an-s3/?cid=pt_pd_social_facebook_dv90t5240an,-secador-de-roupa,-9kg-dv90t5240an-s3_ongoing_da-washing-automatic-feed_pla_none_none]]>",da-washing,"cid=pt_pd_social_facebook_dv90t5240an,-secador-de-roupa,-9kg-dv90t5240an-s3_ongoing_da-washing-automatic-feed_pla_none_none"
147,UE55TU7025KXXC,Televisão Samsung Smart 4K Crystal UHD TV UE55TU7025KXXC Black 55,Compre já online a Televisão Samsung Smart 4K Crystal UHD TV UE55TU7025KXXC. Envio gratuito e entrega até 3 dias.,TU7025,in stock,new,599.99 EUR,479.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/ue55tu7025kxxc/gallery/pt-uhd-tu7020-ue55tu7025kxxc-426321003?$320_320_PNG$,8806090325823.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379809;313929102;m?https://www.samsung.com/pt/tvs/uhd-4k-tv/tu7020-55-crystal-uhd-4k-smart-tv-ue55tu7025kxxc/?cid=pt_pd_social_facebook_televisao-samsung-smart-4k-crystal-uhd-tv-ue55tu7025kxxc-ue55tu7025kxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_tu7025-smart-4k-crystal-uhd-tv-ue55tu7025kxxc_ongoing_vd-television-automatic-feed_pla_none_none
148,RB36T672CWW/EF,Frigorífico Samsung Combinado Space Max  Branco 360 L,"Compre já o Frigorífico Samsung Combinado Space Max 365L, C. Envio gratuito.",RB36T672CWW,in stock,new,914.90 EUR,749.00 EUR,https://images.samsung.com/is/image/samsung/pt-rb36t672cww-rb36t672cww-ef-frontwhite-319904835?$320_320_PNG$,8806090562952.0,Produtos | Frigorificos | Frigorificos Combinados | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Combinados,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765899;313931865;d?https://www.samsung.com/pt/refrigerators/bottom-mount-freezer/360l-snow-white-rb36t672cww-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-combinado-space-max-365l,-c-rb36t672cww-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rb36t672cww,-combinado-space-max,-365l,-c-rb36t672cww-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
149,DV80TA020AX/EP,"DV80TA020AX, Secador de Roupa, 8kg","Mantenha a roupa sem vincos e sem passar a ferro. Escolha a opção Prevenção de Vincos e quando o ciclo termina, o tambor roda de forma intermitente sem calor até 180 minutos. Evita que as roupas enquanto estão quentes fiquem na mesma posição durante muito tempo, não se formando vincos nos tecidos.",DV80TA020AX,in stock,new,819.91 EUR,699.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/dv80ta020ax-ep/gallery/pt-dryer-dv90ta240aeet-382722-dv80ta020ax-ep-416551150?$320_320_PNG$,8806092080287.0,,Samsung,"<![CDATA[https://www.samsung.com/pt/washers-and-dryers/dryers/dv5000t-front-loading-reversible-door-wrinkle-prevent-optimaldry-8kg-gray-dv80ta020ax-ep/?cid=pt_pd_social_facebook_dv80ta020ax,-secador-de-roupa,-8kg-dv80ta020ax-ep_ongoing_da-washing-automatic-feed_pla_none_none]]>",da-washing,"cid=pt_pd_social_facebook_dv80ta020ax,-secador-de-roupa,-8kg-dv80ta020ax-ep_ongoing_da-washing-automatic-feed_pla_none_none"
150,RS68A8522S9/EF,"RS68A8522S9 Side By Side com Sistema Twin Cooling Plus 634L, D"," ""e""amp;lt;spam ""e""amp;gt;",RS68A8522S9,in stock,new,2099.91 EUR,1699.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8522s9-ef/gallery/pt-rs8000nc-8-383621-rs68a8522s9-ef-419834770?$320_320_PNG$,8806090805349.0,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,"<![CDATA[https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc--8-634l-silver-rs68a8522s9-ef/?cid=pt_pd_social_facebook_rs68a8522s9-side-by-side-com-sistema-twin-cooling-plus-634l,-d-rs68a8522s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rs68a8522s9-side-by-side-com-sistema-twin-cooling-plus-634l,-d-rs68a8522s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
151,RS68A8531SL/EF,"Frigorífico Samsung Side By Side com Sistema Twin Cooling Plus, E, Design Award 2020 Silver 634 L","Compre já o Frigorífico Samsung Side By Side com Sistema Twin Cooling Plus 634L, E silver. Envio gratuito.",RS68A8531SL,in stock,new,1799.90 EUR,1499.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8531sl-ef/gallery/pt-rs8000nc-8-383522-rs68a8531sl-ef-419185872?$320_320_PNG$,8806090805400.0,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765866;313931832;r?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-8-634l-silver-rs68a8531sl-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus-634l,-e-silver-rs68a8531sl-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rs68a8531sl-side-by-side-com-sistema-twin-cooling-plus-634l,-e-rs68a8531sl-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
152,QE65Q80AATXXC,Televisão Samsung Q80A Smart 4K QLED TV 2021 65 polegadas Silver 65,Compre já a Televisão Samsung Q80A Smart 4K QLED TV 2021 65 polegadas. Envio gratuito.,Q80A,in stock,new,1999.99 EUR,1299.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q80aatxxc/gallery/pt-qled-tv-qe65q80aatxxc-front-silver-457243170?$320_320_PNG$,8806092017993.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379875;313931943;v?https://www.samsung.com/pt/tvs/qled-tv/q80a-65-qled-4k-smart-tv-qe65q80aatxxc/?cid=pt_pd_social_facebook_televisao-samsung-q80a-smart-4k-qled-tv-2021-65-qe65q80aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q80a-smart-4k-qled-tv-2021-qe65q80aatxxc_ongoing_vd-television-automatic-feed_pla_none_none
153,RS67A8811S9/EF,"Frigorífico Samsung Side By Side com Sistema Twin Cooling Plus, E,  Silver 634 L","Compre já o Frigorífico Samsung Side By Side com Sistema Twin Cooling Plus 634L, E Silver. Envio gratuito.",RS67A8811S9,in stock,new,1569.90 EUR,1259.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs67a8811s9-ef/gallery/pt-rs8000nc-7-383602-rs67a8811s9-ef-419798807?$320_320_PNG$,8806090805288.0,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765869;313931841;u?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-7-634l-silver-rs67a8811s9-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus-634l,-e-silver-rs67a8811s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rs67a8811s9-side-by-side-com-sistema-twin-cooling-plus-634l,-e-rs67a8811s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
154,RS68A8821B1/EF,Frigorífico Samsung Side By Side com Sistema Twin Cooling Plus  Preto 634 L,"Compre já o Frigorífico Samsung Side By Side com Sistema Twin Cooling Plus 634L, E Preto. Envio gratuito.",RS68A8821B1,in stock,new,1779.90 EUR,1449.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs68a8821b1-ef/gallery/pt-rs8000nc-8-378699-rs68a8821b1-ef-400372413?$320_320_PNG$,8806090805462.0,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765872;313931829;u?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-8-609l-black-rs68a8821b1-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-side-by-side-com-sistema-twin-cooling-plus-634l,-e-preto-rs68a8821b1-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,cid=pt_pd_social_facebook_rs68a8821b1-side-by-side-com-sistema-twin-cooling-plus-634l.-e-rs68a8821b1-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none
155,QE75Q80AATXXC,Televisão Samsung Q80A Smart 4K QLED TV 2021 75 polegadas Silver 75,Compre já a Televisão Samsung Q80A Smart 4K QLED TV 2021 75 polegadas. Envio gratuito.,Q80A,in stock,new,2999.99 EUR,1799.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q80aatxxc/gallery/pt-qled-tv-qe75q80aatxxc-front-silver-460599733?$320_320_PNG$,8806092018006.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379872;313931919;v?https://www.samsung.com/pt/tvs/qled-tv/q80a-75-qled-4k-smart-tv-qe75q80aatxxc/?cid=pt_pd_social_facebook_televisao-samsung-q80a-smart-4k-qled-tv-2021-75-qe75q80aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q80a-smart-4k-qled-tv-2021-qe75q80aatxxc_ongoing_vd-television-automatic-feed_pla_none_none
156,RS67A8810S9/EF,Frigorífico Samsung Side By Side  e Sistema Twin Cooling Plus  Inox 634 L,"Compre já o Frigorífico Samsung Side By Side  e Sistema Twin Cooling Plus 634L, F Inox. Envio gratuito.",RS67A8810S9,in stock,new,1439.90 EUR,1159.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs67a8810s9-ef/gallery/pt-rs8000nc-7-rs67a8810s9-ef-400373339?$320_320_PNG$,8806090805219.0,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765881;313931844;r?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-7-609l-silver-rs67a8810s9-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-side-by-side-and-sistema-twin-cooling-plus-634l,-f-inox-rs67a8810s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rs67a8810s9-side-by-side-com-sistema-twin-cooling-plus-634l,-f-rs67a8810s9-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
157,QE75Q70AATXXC,Televisão Samsung Q70A Smart 4K QLED TV 2021 75 polegadas Gray 75,Compre já a Televisão Samsung Q70A Smart 4K QLED TV 2021 75 polegadas. Envio gratuito.,Q70A,in stock,new,2349.99 EUR,1599.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q70aatxxc/gallery/pt-qled-tv-qe75q70aatxxc-front-gray-457249307?$320_320_PNG$,8806092050518.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379884;313931922;s?https://www.samsung.com/pt/tvs/qled-tv/q70a-75-qled-4k-smart-tv-qe75q70aatxxc/?cid=pt_pd_social_facebook_televisao-samsung-q70a-smart-4k-qled-tv-2021-75-qe75q70aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q70a-smart-4k-qled-tv-2021-qe75q70aatxxc_ongoing_vd-television-automatic-feed_pla_none_none
158,QE65Q70AATXXC,Televisão Samsung Q70A Smart 4K QLED TV 2021 65 polegadas Gray 65,Compre já a Televisão Samsung Q70A Smart 4K QLED TV 2021 65 polegadas. Envio gratuito.,Q70A,in stock,new,1650.00 EUR,999.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q70aatxxc/gallery/pt-qled-tv-qe65q70aatxxc-front-gray-457249087?$320_320_PNG$,8806092050648.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379887;313931946;b?https://www.samsung.com/pt/tvs/qled-tv/q70a-65-qled-4k-smart-tv-qe65q70aatxxc/?cid=pt_pd_social_facebook_televisao-samsung-q70a-smart-4k-qled-tv-2021-65-qe65q70aatxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q70a-smart-4k-qled-tv-2021-qe65q70aatxxc_ongoing_vd-television-automatic-feed_pla_none_none
159,VS15A6032R5/EP,Aspirador Samsung Vertical Prateado Cinza Metalizado,Compre já online o Aspirador Samsung Vertical Prateado. Envio gratuito e entrega até 3 dias.,VS15A6032R5,in stock,new,349.00 EUR,299.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vs15a6032r5-ep/gallery/pt-vc-stick-vs6700-383582-vs15a6032r5-ep-419691029?$320_320_PNG$,8806092223769.0,Produtos | Aspirador | Aspirador Vertical | Produtos | Eletrodomesticos | Aspirador | Aspirador Vertical,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506386772;314049136;k?https://www.samsung.com/pt/vacuum-cleaners/stick/jet60-vs6700-silver-vs15a6032r5-ep/?cid=pt_pd_social_facebook_aspirador-samsung-vertical-prateado-vs15a6032r5-ep_ongoing_da-vacuum-automatic-feed_pla_none_none]]>,da-vacuum,cid=pt_pd_social_facebook_vs15a6032r5-aspirador-vertical-vs15a6032r5-ep_ongoing_da-vacuum-automatic-feed_pla_none_none
160,QE50Q60AAUXXC,Televisão Samsung Q60A Smart 4K QLED TV 2021 50 polegadas Black 50,Compre já a Televisão Samsung Q60A Smart 4K QLED TV 2021 50 polegadas. Envio gratuito.,Q60A,in stock,new,949.99 EUR,599.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe50q60aauxxc/gallery/pt-qled-tv-qe50q60aauxxc-front-black-456962914?$320_320_PNG$,8806090985546.0,Produtos | TV | QLED TV,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379902;313931979;v?https://www.samsung.com/pt/tvs/qled-tv/q60a-50-qled-4k-smart-tv-qe50q60aauxxc/?cid=pt_pd_social_facebook_televisao-samsung-q60a-smart-4k-qled-tv-2021-50-qe50q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q60a-smart-4k-qled-tv-2021-qe50q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
161,QE55Q60AAUXXC,Q60A Smart 4K QLED TV 2021,,Q60A,in stock,new,1049.99 EUR,699.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe55q60aauxxc/gallery/pt-qled-tv-qe55q60aauxxc-front-black-457268783?$320_320_PNG$,8806090985553.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://www.samsung.com/pt/tvs/qled-tv/q60a-55-inch-qled-4k-smart-tv-qe55q60aauxxc/?cid=pt_pd_social_facebook_q60a-smart-4k-qled-tv-2021-qe55q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q60a-smart-4k-qled-tv-2021-qe55q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
162,SM-M127FLBVEUB,Samsung Galaxy M12 Azul 64GB Azul 64 GB,Compre já online o Samsung Galaxy M12 Azul 64GB. Envio gratuito e entrega até 3 dias.,SM-M127,in stock,new,179.90 EUR,164.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/sm-m127flbveub/gallery/pt-galaxy-m12-m127-sm-m127flbveub-414156845?$320_320_PNG$,8806092041158.0,Produtos | Smartphones | Galaxy M Series,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506385302;313905044;w?https://www.samsung.com/pt/smartphones/galaxy-m/galaxy-m12-blue-64gb-sm-m127flbveub/buy/?cid=pt_pd_social_facebook_samsung-galaxy-m12-azul-64gb-sm-m127flbveub_ongoing_im-smartphone-automatic-feed_pla_none_none]]>,im-smartphone,cid=pt_pd_social_facebook_galaxy-m12-sm-m127flbveub_ongoing_im-smartphone-automatic-feed_pla_none_none
163,QE65Q60AAUXXC,Televisão Samsung Q60A Smart 4K QLED TV 2021 65 polegadas Black 65,Compre já a Televisão Samsung Q60A Smart 4K QLED TV 2021 65 polegadas. Envio gratuito.,Q60A,in stock,new,1249.99 EUR,899.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe65q60aauxxc/gallery/pt-qled-tv-qe65q60aauxxc-front-black-457269344?$320_320_PNG$,8806090985560.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379899;313931949;h?https://www.samsung.com/pt/tvs/qled-tv/q60a-65-qled-4k-smart-tv-qe65q60aauxxc/?cid=pt_pd_social_facebook_televisao-samsung-q60a-smart-4k-qled-tv-2021-65-qe65q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q60a-smart-4k-qled-tv-2021-qe65q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
164,RS6HA8891SL/EF,"Frigorífico Samsung Side by Side FAMILY HUB, E Silver Silver 614 L","Compre já o Frigorífico Samsung Side by Side FAMILY HUB, E Silver. Envio gratuito.",RS6HA8891SL,out of stock,new,2699.90 EUR,1999.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/rs6ha8891sl-ef/gallery/pt-rs8000nc--h-386414-rs6ha8891sl-ef-431811767?$320_320_PNG$,8806090805882.0,Produtos | Frigorificos | Frigorificos Side by Side | Produtos | Eletrodomesticos | Frigorificos | Frigorificos Side by Side,Samsung,"<![CDATA[https://ad.doubleclick.net/ddm/clk/506765857;313931820;o?https://www.samsung.com/pt/refrigerators/side-by-side/rs8000nc-side-by-side-refrigerator-with-family-hub-rs8000nc-side-by-side-refrigerator-with-family-hub-614l-silver-rs6ha8891sl-ef/?cid=pt_pd_social_facebook_frigorifico-samsung-side-by-side-family-hub,-e-silver-rs6ha8891sl-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none]]>",da-refrigerator,"cid=pt_pd_social_facebook_rs6ha8891sl-side-by-side-family-hub,-e-rs6ha8891sl-ef_ongoing_da-refrigerator-automatic-feed_pla_none_none"
165,WF18T8000GW/EP,"WF18T8000GW, Máq. Lavar Roupa, EcoBubble, 18kg","Desfrute de limpeza eficiente, mesmo a baixas temperaturas* com a tecnologia Eco Bubble™. O detergente é transformado em espuma, para penetrar rapidamente nos tecidos e remover a sujidade facilmente, enquanto poupa energia e protege as cores e texturas** dos tecidos.",WF18T8000GW,in stock,new,1334.89 EUR,1069.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/wf18t8000gw-ep/gallery/pt-front-loading-washer-wf18t8000gveu-wf18t8000gw-ep-431072243?$320_320_PNG$,8806092013353.0,Produtos | Maquina de roupa | EcoBubble | Produtos | Eletrodomesticos | Maquina de roupa | EcoBubble,Samsung,"<![CDATA[https://www.samsung.com/pt/washers-and-dryers/washing-machines/wf8000tk-18kg-white-wf18t8000gw-ep/?cid=pt_pd_social_facebook_wf18t8000gw,-maq.-lavar-roupa,-ecobubble,-18kg-wf18t8000gw-ep_ongoing_none-none-automatic-feed_pla_none_none]]>",none-none,"cid=pt_pd_social_facebook_wf18t8000gw,-mandaacute;q.-lavar-roupa,-ecobubble,-18kg-wf18t8000gw-ep_ongoing_none-none-automatic-feed_pla_none_none"
166,QE75Q60AAUXXC,Televisão Samsung Q60A Smart 4K QLED TV 2021 75 polegadas Black 75,Compre já a Televisão Samsung Q60A Smart 4K QLED TV 2021 75 polegadas. Envio gratuito.,Q60A,in stock,new,1999.99 EUR,1399.00 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/qe75q60aauxxc/gallery/pt-qled-tv-qe75q60aauxxc-front-black-457270042?$320_320_PNG$,8806090985577.0,Produtos | TV | PROMO ELEVEN,Samsung,<![CDATA[https://ad.doubleclick.net/ddm/clk/506379896;313931925;y?https://www.samsung.com/pt/tvs/qled-tv/q60a-75-qled-4k-smart-tv-qe75q60aauxxc/?cid=pt_pd_social_facebook_televisao-samsung-q60a-smart-4k-qled-tv-2021-75-qe75q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none]]>,vd-television,cid=pt_pd_social_facebook_q60a-smart-4k-qled-tv-2021-qe75q60aauxxc_ongoing_vd-television-automatic-feed_pla_none_none
